"Sygnatura czasowa","Płeć","Wiek","Wykształcenie","W jakiej branży pracujesz?","Jakie stanowisko zajmujesz?","Gdzie mieszkasz?","Czy mieszkasz w Polsce, czy za granicą?","Jak korzystasz z „Więzi”? ","Czy jesteś Prenumeratorką/Prenumeratorem „Więzi”?","Co by Cię zachęciło do prenumeraty? ","Z jakiego rodzaju prenumeraty korzystasz?","Jeśli prenumerujesz „Więź”, szczególnie wspierasz naszą działalność. Co Cię do tego skłania?","Od jak dawna sięgasz po kwartalnik „Więź”?","Jak często odwiedzasz Więź.pl?","Należysz do grona Patronów i Darczyńców „Więzi”? Jeśli tak, napisz w kilku słowach, dlaczego wspierasz naszą działalność.","Skąd dowiedziałaś/dowiedziałeś się o „Więzi” – piśmie lub portalu?","Sięgasz po nasz kwartalnik lub czytasz nasz portal, bo „Więź”… (wybierz 1-3 odpowiedzi)","Co najchętniej czytasz w kwartalniku „Więź” (wybierz 1-3 odpowiedzi)?","Czego nie czytasz w kwartalniku „Więź” (wybierz 1-3 odpowiedzi)?","Czy czytasz treści dostępne tylko na Więź.pl (niepochodzące z kwartalnika)?","Dlaczego? ","Jaką kategorię treści najczęściej czytasz na Więź.pl?","Które z tematów obecnych na Więź.pl są dla Ciebie samej/samego najważniejsze (wybierz 1-5 odpowiedzi)?","Jakiego rodzaju tekstów (gatunki dziennikarskie) chcesz czytać więcej na Więź.pl (wybierz 1-3 odpowiedzi)? ","Na jakie tematy według Ciebie piszemy na Więź.pl za mało (wybierz 1-3 odpowiedzi)?","Jakich treści brakuje Ci na Więź.pl? ","W których mediach społecznościowych obserwujesz „Więź”?","Na których platformach Twoim zdaniem brakuje „Więzi""?","Zaznacz w skali od 1 do 10, gdzie 0 oznacza decydowanie nie, a 10 zdecydowanie tak.","Czy słuchasz regularnie podcastów?","Jakich podcastów słuchasz regularnie?","Czy subskrybujesz kanały na YouTube?","Jeśli tak, jakie to kanały?","Jakie są Twoje ulubione profile, które obserwujesz na Facebooku?","Jeśli masz jakieś sugestie lub uwagi, to prosimy podziel się nimi tutaj."
"2022/01/13 1:44:45 PM CET","Kobieta","51-65","Wyższe","Kultura i sztuka","Menadżer/ka/kierownik/czka","Miasto od 150 tys. do 500 tys.","W Polsce","Czytam kwartalnik w wersji na czytniki (plik PDF, epub lub mobi);Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Tak i wspieram „Więź” poprzez Patronite","","Rocznej prenumeraty cyfrowej","Treści pisma pomagają mi w utrzymaniu się w Kościele bo jeszcze widzę, że nie tylko mnie samej zależy. Takiego prawdziwego i autentycznego przykładu mi potrzeba.","Od 2-3 lat","Kilka razy w miesiącu","Uważam, że Wasz głos musi być słyszalny bo reprezentuje wartościowy, poszukujący katolicyzm. Chciałabym, żeby jak najwięcej ludzi mogło Was czytać i z Wami dyskutować.","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty;Pomaga mi wytrwać w Kościele","Społeczny temat numeru;Dyskusje redakcyjne;Felieton Jerzego Sosnowskiego","Czytam od deski do deski","Tak","Są podlinkowane na FB i zawierają treści aktualne, które mnie interesują, jak stosunek kościoła do pokrzywdzonych.","Wydarzenia","Demokracja;Dialog;Kryzys Kościoła;Migracje, uchodźcy;Wiara","Publicystyka religijna;Publicystyka społeczno-polityczna;Wiadomości ze świata","Nie mam niedosytu","Nie ma takich, znajdujecie tak wiele ciekawych.","Facebook","Nie wiem.","10","Tak","Raport o stanie świata Dariusza Rosiaka, Raport z wycinków świata Moniki Białkowskiej","Tak","kulinarne, tutoriale, Piotra Żyłki, Grzegorza Kramera, braci Sekielskich, wiele innych","Więź :)","Dobrze, że jesteście :)"
"2022/01/13 2:45:59 PM CET","Kobieta","36-50","Wyższe","Administracja, księgowość i kadry","Starszy/a specjalista/ka","Miasto powyżej 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie, ale regularnie kupuje „Więź”","","","","","","","Od bliskich/przyjaciół","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty;To „moje pismo” / „mój portal”;Jest tytułem, z którym jestem związana/związany od lat","Społeczny temat numeru;Kulturalny temat numeru;Dział Historia;Felieton Jakuba Wygnańskiego;Dział „Dziedziniec dialogu”;Dyskusje redakcyjne;Edytorial","Czytam od deski do deski","Tak","Ponieważ mnie interesują!","Wiadomości","Demokracja;Dialog;Historia;Kryzys Kościoła;Kultura;Migracje, uchodźcy;Pedofilia w Kościele;Polityka","Publicystka historyczna;Publicystyka społeczno-polityczna;Wywiad","Etyka;Polityka;Społeczeństwo","","Facebook","","10","Tak","Wolnych sądów, Prof. Adama Bodnara","Tak","np. Wolne sondy","Więź, OKOPRESS, Newsweek, Tygodnik Powszechny, Znak,  profile dot. praworządności",""
"2022/01/13 3:34:59 PM CET","Mężczyzna","26-35","Wyższe","Transport","Specjalista/ka","Miasto powyżej 500 tys.","W Polsce","Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty","Społeczny temat numeru","Nie wiem","Tak","","Wydarzenia","Aborcja;Demokracja;Kryzys Kościoła;Pedofilia w Kościele;Polityka","Publicystyka społeczno-polityczna","","","","","9","Tak","","Tak","","",""
"2022/01/13 3:53:24 PM CET","Kobieta","36-50","Wyższe","Kultura i sztuka","Specjalista/ka","Miasto do 50 tys.","W Polsce","Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","","","","","","","Od bliskich/przyjaciół","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty","Kulturalny temat numeru;Dyskusje redakcyjne;Felieton Jerzego Sosnowskiego","W galerii „Więzi”;Edytorial;Czytam od deski do deski","Tak","","Kultura","Dialog;Kryzys Kościoła;Kultura;Książka;Sztuka","Publicystyka społeczno-polityczna;Publicystyka kulturalna;Wiadomości z kraju","Literatura;Polityka;Sztuka","","Facebook","","5","Tak","poświęconych sztuce","Nie","","",""
"2022/01/13 4:39:18 PM CET","Mężczyzna","Ponad 65","Wyższe","Produkcja","Właściciel/ka","Miasto od 150 tys. do 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Tak","","Rocznej sponsorskiej prenumeraty cyfrowej","mam podobny sposób myślenia i poczucie obowiązku","Od ponad 50 lat","Kilka razy w tygodniu","","nie dowiesziłem się, wiedziałem od zawsze","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty;To „moje pismo” / „mój portal”","Społeczny temat numeru;Dział Historia;Felieton Jerzego Sosnowskiego;czytam więcej niż wskazałem","od czasu do czsu cztam wszystko","Tak","bo warto","Społeczeństwo","Antysemityzm;Demokracja;Migracje, uchodźcy;Pedofilia w Kościele;Żydzi","Publicystka historyczna;Publicystyka religijna;Wywiad","Gospodarka;Inne religie;Społeczeństwo","","Facebook","nie wiem","10","Nie","","Nie","","",""
"2022/01/13 4:55:30 PM CET","Kobieta","36-50","Wyższe","Handel","Menadżer/ka/kierownik/czka","Wieś","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam cyfrowe wydanie kwartalnika na Więź.pl (mam wykupiony dostęp)","Tak","","Rocznej prenumeraty druk + cyfra","wiarygodność autorów, konsekwencja","Od 2-3 lat","Codziennie","jesteście dla mnie wiarygodni ","Od bliskich/przyjaciół","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty;Pomaga mi wytrwać w Kościele","Społeczny temat numeru;Religijny temat numeru;Kulturalny temat numeru;Dział „Czytanie świata”;Felieton Jakuba Wygnańskiego;Dyskusje redakcyjne;Felieton Jerzego Sosnowskiego;Edytorial","nie ma stałej pozycji którą pomijam ","Nie","","Wiadomości","Ewangelia;Kryzys Kościoła;Migracje, uchodźcy;Pedofilia w Kościele;Wiara","Wiadomości z Kościoła;Reportaż;Wywiad","Duchowość;Filozofia;Społeczeństwo","lokalnych","Facebook","","9","Tak","bardzo różnych, społecznych, politycznych ","Tak","bardzo bardzo serio, rozmawiam bo lubię, piotrek żyłka, grzegorz kramer, reset obywatelski, K3, skądinąd","",""
"2022/01/13 5:08:37 PM CET","Kobieta","36-50","Wyższe","Edukacja","Specjalista/ka","Miasto do 50 tys.","W Polsce","Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie","Czas w tabletkach 😉 jakieś lekarstwo by rozciągnąć czas i mieć kiedy czytać","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty;Jest tytułem, z którym jestem związana/związany od lat;Pomaga mi wytrwać w Kościele","Religijny temat numeru;Felieton Jakuba Wygnańskiego;Recenzje książek","Czytam od deski do deski","Tak","Bo są ciekawe","Wiara","Ewangelia;Historia;Migracje, uchodźcy;Papież Franciszek;Wiara","Publicystka historyczna;Publicystyka religijna;Publicystyka społeczno-polityczna","Edukacja;Filozofia","","Facebook","","8","Nie","","Nie","","",""
"2022/01/13 5:59:08 PM CET","Mężczyzna","51-65","Wyższe","biblioteka","Starszy/a specjalista/ka","Miasto do 50 tys.","W Polsce","Czytam papierowe wydanie kwartalnika","Tak","","Rocznej prenumeraty druk + cyfra","Ciekawe artykuły w czasopiśmie","Od 10-30 lat","Kilka razy w tygodniu","","Od bliskich/przyjaciół","Publikuje pogłębione i przystępne teksty","Religijny temat numeru;Dział „Otwarta ortodoksja”;Dział „Dziedziniec dialogu”","Dział Historia;W galerii „Więzi”","Nie","","Wiara","Ewangelia;Kryzys Kościoła;Wiara","Publicystyka religijna;Wiadomości z Kościoła","Duchowość","","Facebook","","9","Nie","","Nie","","",""
"2022/01/13 6:09:09 PM CET","Mężczyzna","26-35","Wyższe","Handel","Starszy/a specjalista/ka","Miasto powyżej 500 tys.","W Polsce","Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;pokazuje jedna strone kosciola tzw otwarta","Religijny temat numeru;Kulturalny temat numeru","Społeczny temat numeru","Tak","","Wiara","Kryzys Kościoła;Kultura;Poezja;Sztuka;Wiara","Publicystyka religijna;Publicystyka kulturalna;Wiadomości z Kościoła","Duchowość;Filozofia;Teologia","","Facebook;Instagram","","9","Nie","","Nie","","",""
"2022/01/13 6:44:22 PM CET","Kobieta","36-50","Wyższe","Finanse","Menadżer/ka/kierownik/czka","Miasto do 50 tys.","W Polsce","Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie","Nie wiem. Nie mam zbyt wiele czasu na czytanie, więc to musi się zmienić na początek","","","","","","Od bliskich/przyjaciół","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty","Społeczny temat numeru;Religijny temat numeru;Kulturalny temat numeru;Dział Historia;Dział „Dziedziniec dialogu”","?","Tak","Cenię Wasze postrzeganie świata","Wiara","Kryzys Kościoła;LGBT;Migracje, uchodźcy;Pedofilia w Kościele;Wiara","Publicystka historyczna;Reportaż;Wywiad","?","?","Facebook","? Ja tylko z FB korzystam","10","Nie","","Tak","Historyczne (bardzo szeroko rozumiane, bo poszukiwania z wykrywaczem też), czasem kulinarne","Rękodzieło i Rodzimowiercze","Lubię Was, choć coraz mniej lubię Kościół w Polsce...."
"2022/01/13 8:32:16 PM CET","Mężczyzna","Do 25","Wyższe","Jeszcze się uczę/studiuję","Praktykant/ka/stażysta/ka","Miasto powyżej 500 tys.","Za granicą","Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","Jeśli będę lepiej zarabiał, na pewno Was wespre.","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty;To „moje pismo” / „mój portal”;Pomaga mi wytrwać w Kościele","Religijny temat numeru;Dział „Z drugiej strony Bugu”;Dział „Otwarta ortodoksja”","Dyskusje redakcyjne","Tak","Nie stać mnie na prenumeratę.","Wiara","Ewangelia;Kryzys Kościoła;Pedofilia w Kościele;Sztuka;Unia Europejska;Wiara","Publicystka historyczna;Publicystyka religijna;Wiadomości z Kościoła","Duchowość","","Facebook","","9","Tak","Ośrodek studiów wschodnich, wolność w remoncie ","Tak","Różne, zazwyczaj w 90% anglojęzyczne","",""
"2022/01/13 9:47:05 PM CET","Kobieta","51-65","Wyższe","na emeryturze","Właściciel/ka","Miasto powyżej 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie, ale wspieram „Więź” poprzez darowizny","","","","","","","Jestem z rocznika 58 więc Więź była obecna u mnie w domu od dawna","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty;Jest tytułem, z którym jestem związana/związany od lat","Społeczny temat numeru;Kulturalny temat numeru;Recenzje książek","Religijny temat numeru;Edytorial","Tak","Brak czasu a czasem kasy:).","Kultura","Antysemityzm;Dialog;Literatura;Poezja;Żydzi","Publicystyka kulturalna;Publicystyka zagraniczna;Reportaż","Etyka;Inne religie","","Facebook","","9","Nie","","Nie","","",""
"2022/01/13 10:39:16 PM CET","Kobieta","36-50","Wyższe","Górnictwo","Specjalista/ka","Miasto od 150 tys. do 500 tys.","W Polsce","Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu;Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","","","","","","","Od bliskich/przyjaciół","Opisuje świat z perspektywy chrześcijańskiej","Społeczny temat numeru;Religijny temat numeru;Kulturalny temat numeru;Felieton „Ksiądz z kobietą w kinie”;Recenzje książek","Czytam od deski do deski","Tak","","Wiara","Ewangelia;Historia;Kultura;Książka;Poezja","Publicystka historyczna;Publicystyka religijna;Publicystyka kulturalna;Wiadomości z Kościoła","Duchowość;Filozofia;Literatura;Teologia","","Facebook","","8","Nie","","Nie","","",""
"2022/01/13 10:40:08 PM CET","Mężczyzna","36-50","Wyższe","Prawo","Właściciel/ka","Miasto do 50 tys.","W Polsce","Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","","","","","","","Od bliskich/przyjaciół","Jest wiarygodna i rzetelna","Felieton Jerzego Sosnowskiego","Religijny temat numeru","Nie","","Społeczeństwo","Demokracja","Publicystyka społeczno-polityczna;Wiadomości kulturalne;Reportaż","Etyka;Sport","","Facebook","","8","Nie","","Tak","","",""
"2022/01/13 11:14:58 PM CET","Mężczyzna","26-35","Wyższe","Edukacja","Specjalista/ka","Miasto powyżej 500 tys.","W Polsce","Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","Lepsza komunikacja co do sposobu korzyści jakie płyną z prenumaraty","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty;Pomaga mi wytrwać w Kościele","nie czytam kwartalnika","nie czytam kwartalnika","Tak","Nie jestem zorientowany co do tego jakie treści znajdują się w kwartalniku a nie znajdują się w portalu","Wiara","Kryzys Kościoła;Sztuka;Wiara","Publicystyka religijna;Reportaż","Filozofia;Literatura","Kwestii dotyczących ponadreligijnych aspektów wiary w Boga - np. relacje między nauką a wiarą ","Facebook","youtube","8","Nie","","Nie","","",""
"2022/01/13 11:57:47 PM CET","Mężczyzna","51-65","Wyższe","sport","Właściciel/ka","Miasto do 50 tys.","W Polsce","Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu;Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna","Społeczny temat numeru","Felieton „Ksiądz z kobietą w kinie”","Tak","","Społeczeństwo","Aborcja;Antysemityzm;Demokracja;LGBT;Unia Europejska","Publicystka historyczna;Wiadomości ze świata;Reportaż","Sport","","Facebook;YouTube","","8","Nie","","Nie","","","dziekuje ze jestescie..."
"2022/01/14 12:13:19 AM CET","Mężczyzna","36-50","Wyższe","IT","Starszy/a specjalista/ka","Miasto powyżej 500 tys.","Za granicą","Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","Opinia autorytetu, że Więź  jest lepszy od innych katolickich wydawnictw np. Christianitas","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty","Społeczny temat numeru;Religijny temat numeru","Dział „Czytanie świata”;Dział „Z drugiej strony Bugu”;Felieton Michała Zioły","Nie","Interesują mnie inne punkty widzenia","Wiara","Aborcja;Ewangelia;LGBT;Poezja;Wiara","Publicystka historyczna;Publicystyka społeczno-polityczna;Wiadomości z Kościoła;Felieton","Etyka;Kultura;Technologie;Teologia","","Facebook","","8","Tak","","Tak","","",""
"2022/01/14 1:23:22 AM CET","Mężczyzna","36-50","Wyższe","Osoba duchowna","Dyrektor/ka","Miasto powyżej 500 tys.","Za granicą","Czytam papierowe wydanie kwartalnika;Czytam cyfrowe wydanie kwartalnika na Więź.pl (mam wykupiony dostęp)","Tak i wspieram „Więź” poprzez Patronite","","Rocznej prenumeraty sponsorskiej druk + cyfra","Jakość tekstów i poruszane tematy","Od 3-5 lat","Kilka razy w tygodniu","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty;To „moje pismo” / „mój portal”","Społeczny temat numeru;Religijny temat numeru;Dział „Otwarta ortodoksja”","Czytam od deski do deski","Tak","","Wiara","Dialog;Ewangelia;Papież Franciszek;Wiara","Publicystyka religijna;Publicystyka społeczno-polityczna;Wiadomości z Kościoła","","","Facebook","","10","Nie","","Nie","","","Pozdrawiam "
"2022/01/14 1:44:04 AM CET","Kobieta","Do 25","Średnie","Prawo","Praktykant/ka/stażysta/ka","Miasto powyżej 500 tys.","W Polsce","Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","Być może jakaś oferta promocyjna","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej","Społeczny temat numeru;Religijny temat numeru","Dział Historia","Nie","","Społeczeństwo","Aborcja;Biskupi;Dialog;Kryzys Kościoła;LGBT;Pedofilia w Kościele;Wiara;Żydzi","Publicystyka społeczno-polityczna;Wiadomości z Kościoła;Reportaż;Wywiad","Inne religie","","Facebook","","9","Nie","","Nie","","",""
"2022/01/14 8:15:29 AM CET","Kobieta","36-50","Wyższe","Administracja, księgowość i kadry","Specjalista/ka","Miasto od 50 tys. do 150 tys.","W Polsce","Czytam papierowe wydanie kwartalnika","Tak","Gratisowy plakat","Rocznej prenumeraty druk + cyfra","Solidne wydanie, ciekawe artykuły ","Od 3-5 lat","Rzadko, nieregularnie","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty","Społeczny temat numeru;Dział „Czytanie świata”","Czytam od deski do deski","Tak","","Społeczeństwo","Ewangelia;Kultura;Książka","Felieton;Reportaż;Historie społeczników ","Społeczeństwo","","Facebook","","10","Nie","","Tak","Przyrodnicze, artystyczne","Różne ",""
"2022/01/14 9:06:27 AM CET","Kobieta","36-50","Wyższe","prawnik","Właściciel/ka","Miasto powyżej 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Tak i wspieram „Więź” poprzez Patronite","wersja papierowa umożliwia bardziej wnikliwe czytanie","Rocznej prenumeraty druk + cyfra","rzetelność i niezależność","Od około 2 lat","Kilka razy w tygodniu","cenię teksty Więzi są dla mnie źródłem wiedzy i skłaniają do refleksji zatem staram się wspierać tę działalność  ","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Pomaga mi wytrwać w Kościele","Społeczny temat numeru;Religijny temat numeru;Dyskusje redakcyjne;Recenzje książek","Dział Historia","Nie","czytam jedne i drugie","Społeczeństwo","Demokracja;Dialog;Kryzys Kościoła;LGBT;Unia Europejska","Publicystyka społeczno-polityczna;Wiadomości z Kościoła;Reportaż","Duchowość","","Facebook","","10","Nie","","Nie","","zaangażowanie społeczne",""
"2022/01/14 9:20:21 AM CET","Mężczyzna","36-50","Wyższe","Transport","Dyrektor/ka","Miasto powyżej 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Tak","","Rocznej prenumeraty druk + cyfra","Rzetelne, wyczerpujące przedstawienie podejmowanych tematów.  Nieoszczędna długość treści pozwala na pokazanie ich złożoności, wielowątkowości. To daje mi poczucie uczciwego zapoznania się z danym tematem. ","Od 2-3 lat","Rzadko, nieregularnie","","Od bliskich/przyjaciół","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty","Społeczny temat numeru;Felieton Jakuba Wygnańskiego;Felieton Jerzego Sosnowskiego","Czytam od deski do deski","Tak","jako uzupełnienie komentrzy do tematów bieżących ","Społeczeństwo","Demokracja;Dialog;Migracje, uchodźcy;Papież Franciszek;Pedofilia w Kościele","Publicystyka społeczno-polityczna;Felieton;Reportaż","Duchowość;Filozofia","","Facebook","","8","Nie","","Nie","","",""
